wav,txt
fechas2/train/fechas2_000000.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_000397.en.wav,the following friday | next_day('friday')
fechas2/train/fechas2_000398.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_000399.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000400.en.wav,next monday thank you | next_day('monday')
fechas2/train/fechas2_000401.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_000402.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000403.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000404.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_000405.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000406.en.wav,please next thursday | next_day('thursday')
fechas2/train/fechas2_000407.en.wav,please this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_000408.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_000409.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000410.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_000411.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000412.en.wav,tuesday thank you. | next_day('tuesday')
fechas2/train/fechas2_000413.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_000414.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000415.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_000416.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_000417.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000418.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_000419.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000420.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_000421.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_000422.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000423.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_000424.en.wav,monday | next_day('monday')
fechas2/train/fechas2_000425.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_000426.en.wav,next thursday please | next_day('thursday')
fechas2/train/fechas2_000427.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_000428.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_000429.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_000430.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000431.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_000432.en.wav,the following friday | next_day('friday')
fechas2/train/fechas2_000433.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_000434.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000435.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000436.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000437.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_000438.en.wav,next tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_000439.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_000440.en.wav,the following tuesday | next_day('tuesday')
fechas2/train/fechas2_000441.en.wav,the following monday | next_day('monday')
fechas2/train/fechas2_000442.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_000443.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_000444.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_000445.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_000446.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_000447.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000448.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_000449.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000450.en.wav,wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_000451.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_000452.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_000453.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_000454.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_000455.en.wav,next friday thank you | next_day('friday')
fechas2/train/fechas2_000456.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000457.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_000458.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_000459.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_000460.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000461.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_000462.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000463.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_000464.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000465.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000466.en.wav,friday | next_day('friday')
fechas2/train/fechas2_000467.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_000468.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_000469.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_000470.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_000471.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_000472.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_000473.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_000474.en.wav,please next monday | next_day('monday')
fechas2/train/fechas2_000475.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000476.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000477.en.wav,please on wednesday | next_day('wednesday')
fechas2/train/fechas2_000478.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000479.en.wav,this wednesday please | next_day('wednesday')
fechas2/train/fechas2_000480.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_000481.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000482.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_000483.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000484.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000485.en.wav,the day after tomorrow thanks | relative_day(+2)
fechas2/train/fechas2_000486.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000487.en.wav,please on friday | next_day('friday')
fechas2/train/fechas2_000488.en.wav,this thursday | next_day('thursday')
fechas2/train/fechas2_000489.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000490.en.wav,please this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_000491.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_000492.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_000493.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000494.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000495.en.wav,monday thank you | next_day('monday')
fechas2/train/fechas2_000496.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000497.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000498.en.wav,next wednesday thank you | next_day('wednesday')
fechas2/train/fechas2_000499.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_000500.en.wav,please on friday | next_day('friday')
fechas2/train/fechas2_000501.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000502.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_000503.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_000504.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000505.en.wav,the day after tomorrow please | relative_day(+2)
fechas2/train/fechas2_000506.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_000507.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_000508.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000509.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000510.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_000511.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000512.en.wav,this tuesday | next_day('tuesday')
fechas2/train/fechas2_000513.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_000514.en.wav,please next friday | next_day('friday')
fechas2/train/fechas2_000515.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000516.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_000517.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000518.en.wav,this monday | next_day('monday')
fechas2/train/fechas2_000519.en.wav,this friday thank you | next_day('friday')
fechas2/train/fechas2_000520.en.wav,please this coming thursday | next_day('thursday')
fechas2/train/fechas2_000521.en.wav,monday | next_day('monday')
fechas2/train/fechas2_000522.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_000523.en.wav,please this tuesday | next_day('tuesday')
fechas2/train/fechas2_000524.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000525.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_000526.en.wav,thursday | next_day('thursday')
fechas2/train/fechas2_000527.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000528.en.wav,the following thursday | next_day('thursday')
fechas2/train/fechas2_000529.en.wav,next thursday thank you | next_day('thursday')
fechas2/train/fechas2_000530.en.wav,please this monday | next_day('monday')
fechas2/train/fechas2_000531.en.wav,in a couple of days thanks | relative_day(+2)
fechas2/train/fechas2_000532.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000533.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_000534.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000535.en.wav,this coming tuesday please | next_day('tuesday')
fechas2/train/fechas2_000536.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_000537.en.wav,next thursday | next_day('thursday')
fechas2/train/fechas2_000538.en.wav,please next tuesday | next_day('tuesday')
fechas2/train/fechas2_000539.en.wav,next tuesday please | next_day('tuesday')
fechas2/train/fechas2_000540.en.wav,next wednesday | next_day('wednesday')
fechas2/train/fechas2_000541.en.wav,this friday | next_day('friday')
fechas2/train/fechas2_000542.en.wav,this coming monday | next_day('monday')
fechas2/train/fechas2_000543.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000544.en.wav,day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000545.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_000546.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_000547.en.wav,friday | next_day('friday')
fechas2/train/fechas2_000548.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000549.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_000550.en.wav,thursday thank you | next_day('thursday')
fechas2/train/fechas2_000551.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_000552.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_000553.en.wav,this friday please | next_day('friday')
fechas2/train/fechas2_000554.en.wav,tomorrow | relative_day(+1)
fechas2/train/fechas2_000555.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000556.en.wav,this coming thursday | next_day('thursday')
fechas2/train/fechas2_000557.en.wav,monday | next_day('monday')
fechas2/train/fechas2_000558.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000559.en.wav,friday | next_day('friday')
fechas2/train/fechas2_000560.en.wav,this coming monday please | next_day('monday')
fechas2/train/fechas2_000561.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_000562.en.wav,tomorrow thank you | relative_day(+1)
fechas2/train/fechas2_000563.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000564.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_000565.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000566.en.wav,on monday please | next_day('monday')
fechas2/train/fechas2_000567.en.wav,this coming friday | next_day('friday')
fechas2/train/fechas2_000568.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000569.en.wav,friday | next_day('friday')
fechas2/train/fechas2_000570.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000571.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_000572.en.wav,please in a couple of days | relative_day(+2)
fechas2/train/fechas2_000573.en.wav,please this coming friday | next_day('friday')
fechas2/train/fechas2_000574.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_000575.en.wav,in a couple of days | relative_day(+2)
fechas2/train/fechas2_000576.en.wav,next tuesday | next_day('tuesday')
fechas2/train/fechas2_000577.en.wav,please next wednesday | next_day('wednesday')
fechas2/train/fechas2_000578.en.wav,next friday | next_day('friday')
fechas2/train/fechas2_000579.en.wav,in a couple of days please | relative_day(+2)
fechas2/train/fechas2_000580.en.wav,please in three days | relative_day(+3)
fechas2/train/fechas2_000581.en.wav,this thursday thank you | next_day('thursday')
fechas2/train/fechas2_000582.en.wav,this coming wednesday | next_day('wednesday')
fechas2/train/fechas2_000583.en.wav,tuesday | next_day('tuesday')
fechas2/train/fechas2_000584.en.wav,this tuesday thank you | next_day('tuesday')
fechas2/train/fechas2_000585.en.wav,this tuesday please | next_day('tuesday')
fechas2/train/fechas2_000586.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000587.en.wav,next wednesday please | next_day('wednesday')
fechas2/train/fechas2_000588.en.wav,in three days thanks | relative_day(+3)
fechas2/train/fechas2_000589.en.wav,in three days please | relative_day(+3)
fechas2/train/fechas2_000590.en.wav,the day after tomorrow | relative_day(+2)
fechas2/train/fechas2_000591.en.wav,monday | next_day('monday')
fechas2/train/fechas2_000592.en.wav,next monday | next_day('monday')
fechas2/train/fechas2_000593.en.wav,next friday please | next_day('friday')
fechas2/train/fechas2_000594.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_000595.en.wav,this wednesday | next_day('wednesday')
fechas2/train/fechas2_000596.en.wav,in three days | relative_day(+3)
fechas2/train/fechas2_000597.en.wav,this coming tuesday | next_day('tuesday')
fechas2/train/fechas2_000598.en.wav,monday | next_day('monday')
fechas2/train/fechas2_000599.en.wav,please next monday | next_day('monday')
