wav,txt
fechas2/train/fechas2_000000.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000376.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000377.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_000378.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_000379.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_000380.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000381.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_000382.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_000383.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_000384.es.wav,por favor este viernes próximo | next_day('friday')
fechas2/train/fechas2_000385.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_000386.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_000387.es.wav,el martes próximo gracias | next_day('tuesday')
fechas2/train/fechas2_000388.es.wav,el jueves que viene gracias | next_day('thursday')
fechas2/train/fechas2_000389.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000390.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_000391.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_000392.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_000393.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_000394.es.wav,por favor este jueves que viene | next_day('thursday')
fechas2/train/fechas2_000395.es.wav,el siguiente lunes por favor | next_day('monday')
fechas2/train/fechas2_000396.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_000397.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_000398.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_000399.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_000400.es.wav,el próximo lunes gracias | next_day('monday')
fechas2/train/fechas2_000401.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_000402.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000403.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000404.es.wav,el viernes próximo por favor | next_day('friday')
fechas2/train/fechas2_000405.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_000406.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_000407.es.wav,por favor este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_000408.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_000409.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_000410.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_000411.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000412.es.wav,el martes gracias | next_day('tuesday')
fechas2/train/fechas2_000413.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_000414.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_000415.es.wav,este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_000416.es.wav,este lunes que viene | next_day('monday')
fechas2/train/fechas2_000417.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000418.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_000419.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_000420.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000421.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_000422.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000423.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_000424.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_000425.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000426.es.wav,el jueves siguiente por favor | next_day('thursday')
fechas2/train/fechas2_000427.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_000428.es.wav,el siguiente viernes gracias | next_day('friday')
fechas2/train/fechas2_000429.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_000430.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000431.es.wav,por favor el lunes próximo | next_day('monday')
fechas2/train/fechas2_000432.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_000433.es.wav,el martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_000434.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000435.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_000436.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000437.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_000438.es.wav,el martes que viene gracias | next_day('tuesday')
fechas2/train/fechas2_000439.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_000440.es.wav,el martes siguiente | next_day('tuesday')
fechas2/train/fechas2_000441.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_000442.es.wav,este miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_000443.es.wav,el martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_000444.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_000445.es.wav,el miércoles siguiente gracias | next_day('wednesday')
fechas2/train/fechas2_000446.es.wav,por favor el lunes próximo | next_day('monday')
fechas2/train/fechas2_000447.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_000448.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_000449.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_000450.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_000451.es.wav,por favor el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000452.es.wav,el martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_000453.es.wav,por favor el próximo lunes | next_day('monday')
fechas2/train/fechas2_000454.es.wav,este martes próximo | next_day('tuesday')
fechas2/train/fechas2_000455.es.wav,el próximo viernes gracias | next_day('friday')
fechas2/train/fechas2_000456.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000457.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_000458.es.wav,este lunes que viene | next_day('monday')
fechas2/train/fechas2_000459.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_000460.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_000461.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000462.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000463.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_000464.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_000465.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000466.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_000467.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_000468.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_000469.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_000470.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_000471.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_000472.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_000473.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000474.es.wav,por favor el lunes próximo | next_day('monday')
fechas2/train/fechas2_000475.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000476.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_000477.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_000478.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_000479.es.wav,este miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_000480.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_000481.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000482.es.wav,por favor el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_000483.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000484.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000485.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_000486.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_000487.es.wav,por favor el viernes | next_day('friday')
fechas2/train/fechas2_000488.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_000489.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_000490.es.wav,por favor este martes siguiente | next_day('tuesday')
fechas2/train/fechas2_000491.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_000492.es.wav,este lunes siguiente | next_day('monday')
fechas2/train/fechas2_000493.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000494.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000495.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_000496.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_000497.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000498.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_000499.es.wav,el miércoles próximo por favor | next_day('wednesday')
fechas2/train/fechas2_000500.es.wav,por favor el viernes | next_day('friday')
fechas2/train/fechas2_000501.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000502.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_000503.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_000504.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000505.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_000506.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_000507.es.wav,el jueves siguiente gracias | next_day('thursday')
fechas2/train/fechas2_000508.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_000509.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_000510.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_000511.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_000512.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_000513.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_000514.es.wav,por favor el siguiente viernes | next_day('friday')
fechas2/train/fechas2_000515.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_000516.es.wav,el próximo jueves gracias | next_day('thursday')
fechas2/train/fechas2_000517.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000518.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_000519.es.wav,este viernes gracias | next_day('friday')
fechas2/train/fechas2_000520.es.wav,por favor este jueves próximo | next_day('thursday')
fechas2/train/fechas2_000521.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_000522.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_000523.es.wav,por favor este martes | next_day('tuesday')
fechas2/train/fechas2_000524.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_000525.es.wav,el siguiente jueves gracias | next_day('thursday')
fechas2/train/fechas2_000526.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_000527.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000528.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_000529.es.wav,el jueves que viene gracias | next_day('thursday')
fechas2/train/fechas2_000530.es.wav,por favor este lunes | next_day('monday')
fechas2/train/fechas2_000531.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_000532.es.wav,el próximo lunes | next_day('monday')
fechas2/train/fechas2_000533.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_000534.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_000535.es.wav,este martes próximo por favor | next_day('tuesday')
fechas2/train/fechas2_000536.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_000537.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_000538.es.wav,por favor el próximo martes | next_day('tuesday')
fechas2/train/fechas2_000539.es.wav,el martes que viene por favor | next_day('tuesday')
fechas2/train/fechas2_000540.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_000541.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_000542.es.wav,este lunes próximo | next_day('monday')
fechas2/train/fechas2_000543.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_000544.es.wav,por favor pasado mañana | relative_day(+2)
fechas2/train/fechas2_000545.es.wav,en tres días gracias | relative_day(+3)
fechas2/train/fechas2_000546.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_000547.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_000548.es.wav,el siguiente lunes gracias | next_day('monday')
fechas2/train/fechas2_000549.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_000550.es.wav,el jueves gracias | next_day('thursday')
fechas2/train/fechas2_000551.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_000552.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_000553.es.wav,este viernes por favor | next_day('friday')
fechas2/train/fechas2_000554.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_000555.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000556.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_000557.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_000558.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000559.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_000560.es.wav,este lunes que viene por favor | next_day('monday')
fechas2/train/fechas2_000561.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_000562.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_000563.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000564.es.wav,el miércoles próximo por favor | next_day('wednesday')
fechas2/train/fechas2_000565.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_000566.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_000567.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_000568.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_000569.es.wav,el viernes | next_day('friday')
fechas2/train/fechas2_000570.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_000571.es.wav,el martes | next_day('tuesday')
